Distance (63 steps),Distance (126 steps),Distance (189 steps)
31.57493232228611,63.182138978101655,94.82157328245205
31.5755165763108,63.18344775009599,94.82374648985629
31.57610305798393,63.18476096927619,94.82592635465468
31.576691767181455,63.18607863536495,94.82811287638822
31.57728270377874,63.18740074808412,94.83030605459626
31.577875867650757,63.1887273071545,94.83250588881712
31.578471258671968,63.19005831229614,94.83471237858754
31.579068876716434,63.191393763228064,94.83692552344303
31.57966872165768,63.1927336596684,94.83914532291756
31.580270793368864,63.194078001334425,94.84137177654404
31.58087509172261,63.195426787942395,94.84360488385374
31.58148161659108,63.19678001920772,94.84584464437668
31.582090367846007,63.19813769484497,94.84809105764158
31.582701345358668,63.19949981456758,94.85034412317572
31.583314548999823,63.20086637808829,94.8526038405051
31.583929978639862,63.202237385118885,94.85487020915426
31.58454763414862,63.20361283537011,94.85714322864652
31.585167515395533,63.20499272855193,94.85942289850372
31.585789622249564,63.20637706437337,94.86170921824645
31.58641395457923,63.20776584254251,94.86400218739388
31.58704051225251,63.20915906276653,94.86630180546386
31.587669295137,63.210556724751754,94.86860807197286
31.58830030309987,63.21195882820353,94.87092098643605
31.58893353600772,63.213365372826274,94.87324054836719
31.58956899372675,63.214776358323604,94.87556675727873
31.59020667612274,63.21619178439809,94.87789961268176
31.590846583060962,63.21761165075151,94.88023911408607
31.591488714406186,63.21903595708469,94.88258526099995
31.592133070022854,63.22046470309752,94.88493805293051
31.592779649774794,63.22189788848897,94.88729748938343
31.593428453525508,63.223335512957206,94.88966356986307
31.594079481137946,63.224777576199386,94.89203629387248
31.59473273247463,63.22622407791175,94.89441566091318
31.59538820739768,63.227675017789785,94.89680167048564
31.596045905768683,63.22913039552785,94.89919432208876
31.596705827448766,63.230590210819514,94.90159361522015
31.597367972298628,63.2320544633575,94.9039995493761
31.59803234017856,63.233523152833506,94.90641212405158
31.5986989309483,63.234996278938375,94.90883133874014
31.599367744467163,63.236473841362084,94.91125719293407
31.600038780594048,63.237955839793614,94.91368968612429
31.600712039187346,63.239442273921156,94.91612881780031
31.601387520104996,63.24093314343192,94.91857458745044
31.602065223204566,63.24242844801218,94.92102699456153
31.602745148342997,63.2439281873474,94.9234860386191
31.603427295376946,63.245432361122106,94.92595171910745
31.604111664162506,63.246940969019875,94.92842403550932
31.604798254555316,63.24845401072342,94.93090298730638
31.60548706641067,63.24997148591456,94.93338857397876
31.606178099583286,63.25149339427423,94.93588079500533
31.60687135392742,63.253019735482376,94.93837964986362
31.607566829297003,63.25455050921815,94.94088513802984
31.60826452554542,63.25608571515977,94.94339725897882
31.60896444252554,63.257625352984476,94.94591601218411
31.609666580089872,63.25916942236871,94.94844139711786
31.61037093809051,63.26071792298798,94.9509734132509
31.61107751637894,63.26227085451689,94.95351206005286
31.611786314806334,63.263828216629136,94.95605733699182
31.612497333223303,63.26539000899749,94.95860924353468
31.613210571480117,63.266956231293904,94.96116777914698
31.61392602942646,63.268526883189374,94.96373294329281
31.614643706911714,63.27010196435404,94.96630473543517
31.615363603784697,63.271681474457075,94.96888315503557
31.61608571989377,63.27326541316682,94.97146820155417
31.616810055086894,63.27485378015064,94.97405987444984
31.617536609211612,63.27644657507513,94.97665817318016
31.618265382114853,63.27804379760593,94.97926309720134
31.6189963736433,63.279645447407674,94.98187464596829
31.61972958364297,63.28125152414429,94.98449281893453
31.620465011959638,63.28286202747867,94.98711761555238
31.621202658438488,63.28447695707292,94.98974903527268
31.621942522924293,63.28609631258812,94.9923870775451
31.622684605261377,63.287720093684584,94.99503174181784
31.623428905293572,63.28934830002167,94.99768302753787
31.62417542286432,63.2909809312578,95.00034093415078
31.624924157816647,63.29261798705062,95.00300546110101
31.625675109992923,63.294259467056754,95.00567660783133
31.626428279235327,63.29590537093209,95.00835437378355
31.62718366538544,63.29755569833141,95.01103875839796
31.627941268284378,63.29921044890884,95.01372976111355
31.628701087772882,63.30086962231741,95.01642738136806
31.629463123691202,63.30253321820942,95.01913161859784
31.630227375879116,63.304201236236125,95.02184247223795
31.630993844176018,63.30587367604807,95.02455994172217
31.631762528420825,63.30755053729478,95.02728402648292
31.632533428451957,63.3092318196249,95.03001472595122
31.63330654410741,63.310917522686246,95.03275203955698
31.6340818752248,63.312607646125684,95.03549596672862
31.63485942164114,63.31430218958922,95.03824650689332
31.63563918319313,63.31600115272201,95.04100365947687
31.63642115971704,63.31770453516824,95.04376742390392
31.637205351048525,63.31941233657124,95.0465377995976
31.637991757022924,63.321124556573515,95.04931478597986
31.63878037747513,63.32284119481661,95.05209838247129
31.63957121223955,63.32456225094123,95.05488858849112
31.640364261150108,63.32628772458712,95.05768540345743
31.64115952404038,63.32801761539323,95.06048882678682
31.641957000743357,63.329751922997595,95.06329885789467
31.64275669109169,63.33149064703735,95.06611549619504
31.643558594917618,63.333233787148735,95.0689387411006
31.64436271205276,63.33498134296715,95.07176859202286
31.64516904232843,63.33673331412705,95.0746050483719
31.6459775855755,63.33848970026213,95.07744810955657
31.646788341624276,63.34025050100503,95.08029777498436
31.647601310304776,63.342015715987614,95.08315404406149
31.648416491446476,63.34378534484088,95.08601691619289
31.649233884878303,63.345559387194854,95.08888639078206
31.650053490429,63.34733784267877,95.09176246723139
31.65087530792665,63.349120710920964,95.09464514494186
31.651699337198963,63.350907991548794,95.09753442331312
31.652525578073217,63.35269968418895,95.10043030174366
31.653354030376164,63.35449578846697,95.1033327796304
31.654184693934244,63.35629630400774,95.10624185636922
31.655017568573374,63.35810123043519,95.10915753135475
31.65585265411898,63.359910567372324,95.11207980397991
31.65668995039613,63.36172431444129,95.11500867363672
31.657529457229415,63.363542471263436,95.11794413971582
31.658371174442973,63.365365037459156,95.12088620160648
31.659215101860465,63.36719201264787,95.12383485869661
31.660061239305225,63.36902339644843,95.12679011037307
31.660909586600003,63.37085918847845,95.1297519560211
31.661760143567182,63.37269938835497,95.13272039502495
31.662612910028667,63.37454399569391,95.13569542676734
31.663467885806,63.37639301011046,95.13867705062987
31.664325070720174,63.37824643121891,95.14166526599274
31.66518446459176,63.38010425863268,95.14466007223486
31.666046067240963,63.381966491964285,95.14766146873392
31.666909878487438,63.383833130825366,95.1506694548663
31.667775898150452,63.38570417482669,95.15368403000706
31.668644126048935,63.38757962357827,95.15670519352993
31.669514562001087,63.38945947668904,95.15973294480739
31.67038720582503,63.39134373376724,95.16276728321071
31.671262057338147,63.39323239442014,95.16580820810974
31.672139116357556,63.395125458254135,95.16885571887316
31.673018382699812,63.39702292487487,95.17190981486831
31.67389985618114,63.398924793886934,95.17497049546118
31.674783536617298,63.40083106489423,95.17803776001661
31.6756694238235,63.402741737499625,95.18111160789803
31.6765575176146,63.404656811305266,95.18419203846766
31.677447817805092,63.40657628591234,95.18727905108648
31.678340324208914,63.40850016092117,95.19037264511401
31.67923503663952,63.41042843593123,95.1934728199086
31.68013195491013,63.412361110541156,95.19657957482748
31.681031078833303,63.41429818434869,95.19969290922633
31.6819324082213,63.41623965695066,95.20281282245966
31.682835942885863,63.41818552794314,95.20593931388072
31.68374168263836,63.42013579692125,95.20907238284146
31.68464962728964,63.42209046347924,95.21221202869255
31.685559776650184,63.424049527210514,95.21535825078337
31.686472130530042,63.42601298770769,95.21851104846208
31.687386688738716,63.42798084456236,95.22167042107547
31.68830345108544,63.42995309736546,95.22483636796922
31.689222417378897,63.43192974570683,95.22800888848752
31.690143587427272,63.43391078917562,95.23118798197339
31.69106696103847,63.43589622736008,95.23437364776863
31.69199253801989,63.43788605984759,95.23756588521373
31.69292031817845,63.43988028622461,95.24076469364785
31.693850301320683,63.44187890607676,95.24397007240886
31.69478248725267,63.443881918988914,95.24718202083356
31.69571687578002,63.44588932454495,95.25040053825722
31.696653466708025,63.44790112232798,95.25362562401406
31.69759225984141,63.44991731192021,95.25685727743691
31.698533254984447,63.45193789290287,95.2600954978573
31.699476451941155,63.4539628648566,95.2633402846056
31.700421850514925,63.45599222736098,95.26659163701082
31.701369450508817,63.458025979994765,95.26984955440078
31.702319251725438,63.460064122335915,95.27311403610203
31.703271253966864,63.46210665396143,95.27638508143971
31.704225457034898,63.464153574447565,95.27966268973789
31.705181860730864,63.466204883369684,95.28294686031934
31.70614046485552,63.468260580302214,95.28623759250546
31.70710126920937,63.47032066481887,95.2895348856164
31.708064273592317,63.47238513649238,95.29283873897128
31.709029477804027,63.47445399489473,95.2961491518876
31.70999688164354,63.47652723959693,95.29946612368197
31.710966484909573,63.47860487016922,95.30278965366936
31.71193828740036,63.48068688618108,95.30611974116376
31.712912288913778,63.48277328720085,95.30945638547783
31.713888489247136,63.48486407279628,95.31279958592295
31.714866888197466,63.486959242534205,95.31614934180925
31.715847485561277,63.489058795980604,95.31950565244561
31.716830281134584,63.49116273270051,95.32286851713964
31.717815274713175,63.49327105225827,95.3262379351977
31.718802466092157,63.4953837542172,95.32961390592493
31.719791855066457,63.497500838139985,95.33299642862526
31.720783441430367,63.499622303588254,95.33638550260117
31.721777224977767,63.50174815012287,95.33978112715411
31.722773205502243,63.5038783773039,95.34318330158413
31.72377138279689,63.506012984690464,95.34659202519008
31.7247717566543,63.50815197184092,95.35000729726964
31.725774326866706,63.51029533831278,95.35342911711915
31.72677909322589,63.51244308366267,95.35685748403371
31.72778605552317,63.514595207446234,95.36029239730715
31.728795213549578,63.51675170921858,95.36373385623219
31.729806567095487,63.5189125885337,95.36718186010006
31.730820115951047,63.52107784494489,95.37063640820101
31.731835859905818,63.52324747800453,95.37409749982382
31.73285379874913,63.52542148726427,95.37756513425623
31.733873932269642,63.52759987227469,95.38103931078457
31.73489626025576,63.529782632585736,95.38452002869401
31.735920782495402,63.531969767746475,95.3880072872685
31.736947498776136,63.534161277305074,95.39150108579065
31.737976408884922,63.5363571608089,95.39500142354196
31.73900751260842,63.538557417804384,95.39850829980254
31.740040809732925,63.54076204783727,95.40202171385145
31.741076300044128,63.542971050452394,95.40554166496626
31.74211398332746,63.545184425193746,95.4090681524236
31.743153859367798,63.54740217160447,95.4126011754986
31.74419592794973,63.54962428922685,95.41614073346537
31.745240188857284,63.551850777602375,95.41968682559661
31.74628664187413,63.554081636271725,95.42323945116388
31.747335286783475,63.556316864774644,95.42679860943743
31.748386123368157,63.55855646265013,95.4303642996864
31.749439151410545,63.56080042943631,95.43393652117865
31.75049437069263,63.56304876467048,95.43751527318072
31.751551780995833,63.565301467889064,95.44110055495797
31.7526113821014,63.56755853862772,95.44469236577463
31.753673173789956,63.56981997642124,95.44829070489358
31.754737155841763,63.57208578080357,95.45189557157654
31.75580332803663,63.57435595130783,95.45550696508393
31.756871690153947,63.57663048746623,95.45912488467495
31.757942241972785,63.57890938881039,95.4627493296077
31.75901498327168,63.58119265487082,95.46638029913889
31.760089913828732,63.58348028517731,95.47001779252408
31.761167033421728,63.58577227925889,95.47366180901766
31.762246341827886,63.58806863664366,95.47731234787273
31.763327838824132,63.590369356858915,95.48096940834112
31.764411524186915,63.592674439431086,95.48463298967354
31.765497397692236,63.59498388388585,95.48830309111946
31.76658545911572,63.59729768974806,95.49197971192703
31.767675708232577,63.59961585654165,95.49566285134335
31.768768144817557,63.60193838378978,95.49935250861417
31.769862768644973,63.6042652710148,95.50304868298394
31.77095957948879,63.60659651773822,95.506751373696
31.772058577122507,63.608932123480585,95.51046057999244
31.773159761319235,63.61127208776205,95.51417630111447
31.774263131851583,63.61361641010131,95.51789853630162
31.775368688491806,63.61596509001685,95.52162728479242
31.776476431011723,63.61831812702582,95.52536254582417
31.777586359182862,63.62067552064486,95.52910431863295
31.778698472775993,63.6230372703897,95.53285260245352
31.779812771561833,63.625403375775306,95.53660739651961
31.780929255310486,63.627773836315654,95.54036870006364
31.78204792379172,63.63014865152407,95.54413651231677
31.78316877677483,63.63252782091301,95.54791083250916
31.78429181402868,63.634911343994,95.55169165986938
31.785417035321764,63.637299220277974,95.55547899362523
31.786544440422144,63.63969144927485,95.55927283300299
31.78767402909745,63.64208803049372,95.56307317722784
31.78880580111496,63.644488963443095,95.56688002552387
31.789939756241445,63.646894247630335,95.57069337711374
31.79107589424324,63.649303882562144,95.57451323121911
31.792214214886386,63.651717867744516,95.57833958706023
31.793354717936484,63.65413620268249,95.58217244385636
31.794497403158662,63.656558886880305,95.58601180082542
31.795642270317554,63.65898591984139,95.58985765718424
31.796789319177538,63.66141730106838,95.59371001214828
31.797938549502508,63.66385303006308,95.59756886493197
31.79908996105593,63.66629310632646,95.60143421474845
31.800243553600925,63.668737529358744,95.60530606080977
31.801399326900103,63.67118629865923,95.60918440232658
31.80255728071571,63.673639413726534,95.6130692385085
31.803717414809572,63.67609687405839,95.61696056856398
31.804879728943128,63.67855867915171,95.62085839170012
31.806044222877297,63.681024828502544,95.62476270712293
31.807210896372787,63.68349532160631,95.62867351403726
31.80837974918968,63.68597015795745,95.63259081164671
31.809550781087715,63.68844933704967,95.63651459915364
31.810723991826354,63.69093285837576,95.64044487575931
31.81189938116445,63.6934207214279,95.64438164066378
31.81307694886058,63.69591292569727,95.64832489306588
31.81425669467277,63.69840947067437,95.65227463216328
31.815438618358755,63.70091035584881,95.65623085715241
31.816622719675873,63.70341558070943,95.66019356722862
31.817808998380958,63.70592514474424,95.664162761586
31.818997454230487,63.708439047440486,95.66813843941745
31.820188086980515,63.71095728828461,95.67212059991468
31.82138089638667,63.71347986676214,95.67610924226824
31.82257588220426,63.71600678235798,95.68010436566763
31.823773044188016,63.71853803455606,95.68410596930086
31.824972382092398,63.72107362283959,95.68811405235498
31.82617389567141,63.72361354669102,95.69212861401587
31.82737758467868,63.7261578055919,95.69614965346807
31.828583448867338,63.72870639902305,95.70017716989527
31.829791487990246,63.73125932646444,95.7042111624795
31.83100170179969,63.733816587395204,95.70825163040202
31.832214090047678,63.73637818129377,95.71229857284268
31.83342865248576,63.738944107637764,95.7163519889803
31.834645388865145,63.741514365903996,95.72041187799253
31.835864298936507,63.74408895556839,95.72447823905568
31.837085382450148,63.74666787610614,95.728551071345
31.838308639156068,63.7492511269917,95.73263037403454
31.839534068803793,63.7518387076986,95.73671614629731
31.840761671142367,63.754430617699704,95.74080838730488
31.841991445920545,63.75702685646699,95.74490709622793
31.843223392886664,63.759627423471585,95.74901227223579
31.844457511788576,63.762232318183806,95.7531239144967
31.845693802373667,63.76484154007328,95.75724202217775
31.84693226438929,63.7674550886091,95.76136659444472
31.84817289758185,63.770072963259125,95.76549763046235
31.849415701697904,63.7726951634907,95.76963512939435
31.850660676483102,63.77532168877027,95.77377909040295
31.851907821682882,63.77795253856336,95.77792951264938
31.85315713704252,63.78058771233497,95.78208639529382
31.85440862230658,63.78322720954913,95.78624973749513
31.855662277219277,63.78587102966912,95.79041953841097
31.85691810152448,63.788519172157365,95.79459579719799
31.85817609496568,63.79117163647571,95.79877851301163
31.859436257285854,63.79382842208487,95.80296768500614
31.860698588227784,63.79648952844517,95.8071633123346
31.861963087533628,63.7991549550158,95.81136539414902
31.8632297549452,63.80182470125535,95.81557392960018
31.864498590204033,63.80449876662163,95.81978891783773
31.865769593051066,63.807177150571526,95.82401035801013
31.867042763226983,63.809859852561395,95.8282382492647
31.86831810047207,63.81254687204645,95.83247259074768
31.86959560452609,63.81523820848136,95.83671338160407
31.87087527512848,63.81793386131994,95.84096062097771
31.87215711201838,63.82063383001539,95.8452143080114
31.873441114934355,63.82333811401983,95.84947444184671
31.87472728361466,63.8260467127848,95.85374102162405
31.876015617797123,63.828759625761016,95.85801404648268
31.877306117219188,63.831476852398396,95.8622935155608
31.878598781617857,63.83419839214601,95.86657942799532
31.87989361072986,63.83692424445227,95.87087178292217
31.881190604291408,63.839654408764844,95.87517057947605
31.88248976203833,63.8423888845304,95.87947581679046
31.883791083706065,63.84512767119502,95.8837874939979
31.88509456902969,63.84787076820395,95.8881056102296
31.88640021774387,63.85061817500167,95.89243016461565
31.887708029582917,63.8533698910319,95.89676115628515
31.8890180042805,63.85612591573741,95.90109858436588
31.890330141570274,63.8588862485605,95.90544244798453
31.891644441185196,63.861650888942414,95.90979274626676
31.89296090285805,63.864419836323854,95.91414947833698
31.89427952632106,63.86719309014455,95.91851264331854
31.89560031130607,63.86997064984354,95.92288224033355
31.896923257544586,63.87275251485917,95.92725826850314
31.89824836476772,63.87553868462885,95.93164072694707
31.899575632706195,63.87832915858931,95.93602961478423
31.900905061090263,63.8811239361765,95.94042493113226
31.902236649649844,63.883923016825705,95.9448266751076
31.90357039811448,63.886726399971195,95.94923484582576
31.904906306213267,63.88953408504663,95.95364944240083
31.906244373674987,63.89234607148495,95.95807046394604
31.90758460022792,63.8951623587181,95.96249790957339
31.90892698560006,63.89798294617771,95.96693177839383
31.910271529518894,63.900807833293996,95.9713720695169
31.911618231711603,63.90363701949699,95.97581878205135
31.912967091904953,63.90647050421559,95.98027191510467
31.91431810982535,63.90930828687812,95.98473146778325
31.91567128519876,63.91215036691209,95.98919743919228
31.91702661775075,63.91499674374418,95.99366982843588
31.91838410720657,63.91784741680043,95.9981486346172
31.919743753291044,63.92070238550594,96.00263385683809
31.921105555728495,63.92356164928524,96.00712549419919
31.922469514243087,63.92642520756196,96.01162354580032
31.9238356285584,63.92929305975906,96.01612801073988
31.92520389839757,63.93216520529862,96.0206388881154
31.92657432348337,63.93504164360207,96.02515617702318
31.92794690353843,63.93792237409024,96.02967987655839
